Date,close
2005-02-25,15.6792
2005-02-28,15.4209
2005-03-01,15.6792
2005-03-02,15.6276
2005-03-03,15.7122
2005-03-04,16.0355
2005-03-07,16.1782
2005-03-08,16.1171
2005-03-09,15.5472
2005-03-10,15.7228
2005-03-11,15.5927
2005-03-14,15.8559
2005-03-15,15.884
2005-03-16,15.8141
2005-03-17,16.0016
2005-03-18,15.6918
2005-03-21,15.6859
2005-03-22,15.5131
2005-03-23,15.3363
2005-03-24,15.4015
2005-03-28,15.216
2005-03-29,15.3616
2005-03-30,15.6918
2005-03-31,15.652
2005-04-01,15.38
2005-04-04,15.3908
2005-04-05,15.3616
2005-04-06,15.4015
2005-04-07,15.4432
2005-04-08,15.4131
2005-04-11,15.3703
2005-04-12,15.5753
2005-04-13,15.5248
2005-04-14,15.347
2005-04-15,15.4015
2005-04-18,15.4306
2005-04-19,15.4209
2005-04-20,15.4257
2005-04-21,15.5646
2005-04-22,15.5753
2005-04-25,15.6685
2005-04-26,15.7646
2005-04-27,15.9879
2005-04-28,15.9822
2005-04-29,16.087
2005-05-02,16.1715
2005-05-03,16.2035
2005-05-04,16.2511
2005-05-05,16.554
2005-05-06,16.4482
2005-05-09,16.6861
2005-05-10,16.6229
2005-05-11,16.7016
2005-05-12,16.521
2005-05-13,16.3773
2005-05-16,16.5336
2005-05-17,16.5735
2005-05-18,16.8415
2005-05-19,16.957
2005-05-20,16.9755
2005-05-23,17.0532
2005-05-24,16.7735
2005-05-25,16.5802
2005-05-26,16.521
2005-05-27,16.5899
2005-05-31,16.7735
2005-06-01,17.0104
2005-06-02,16.8841
2005-06-03,16.7239
2005-06-06,16.7899
2005-06-07,16.9424
2005-06-08,17.0395
2005-06-09,17.0162
2005-06-10,17.0016
2005-06-13,16.9105
2005-06-14,17.0919
2005-06-15,17.1085
2005-06-16,17.1871
2005-06-17,17.3502
2005-06-20,17.3056
2005-06-21,17.0745
2005-06-22,17.0628
2005-06-23,17.1338
2005-06-24,16.8726
2005-06-27,16.8133
2005-06-28,16.9755
2005-06-29,17.0162
2005-06-30,17.1036
2005-07-01,17.2406
2005-07-05,17.3649
2005-07-06,17.4008
2005-07-07,17.4852
2005-07-08,17.6784
2005-07-11,17.8989
2005-07-12,18.0038
2005-07-13,17.7242
2005-07-14,17.393
2005-07-15,17.4785
2005-07-18,17.6183
2005-07-19,17.7125
2005-07-20,17.8989
2005-07-21,17.7406
2005-07-22,17.8338
2005-07-25,17.997
2005-07-26,18.3349
2005-07-27,18.6378
2005-07-28,18.9914
2005-07-29,19.0651
2005-08-01,19.0486
2005-08-02,19.3088
2005-08-03,19.27
2005-08-04,19.0554
2005-08-05,18.4679
2005-08-08,17.7445
2005-08-09,17.7445
2005-08-10,17.7581
2005-08-11,17.8941
2005-08-12,17.9465
2005-08-15,18.0795
2005-08-16,18.2825
2005-08-17,18.1718
2005-08-18,18.1213
2005-08-19,18.0494
2005-08-22,18.1485
2005-08-23,18.1718
2005-08-24,18.2621
2005-08-25,18.1485
2005-08-26,17.9164
2005-08-29,17.8639
2005-08-30,17.9465
2005-08-31,18.3641
2005-09-01,18.4991
2005-09-02,18.6136
2005-09-06,18.8224
2005-09-07,18.5048
2005-09-08,18.5902
2005-09-09,18.5272
2005-09-12,18.4281
2005-09-13,18.3115
2005-09-14,18.3009
2005-09-15,18.3757
2005-09-16,18.6456
2005-09-19,18.3465
2005-09-20,18.2689
2005-09-21,17.7931
2005-09-22,17.8611
2005-09-23,17.8552
2005-09-26,17.8688
2005-09-27,17.8611
2005-09-28,17.7406
2005-09-29,17.9552
2005-09-30,18.2495
2005-10-03,18.3232
2005-10-04,17.8805
2005-10-05,17.3872
2005-10-06,17.4222
2005-10-07,17.1736
2005-10-10,16.9327
2005-10-11,16.7959
2005-10-12,16.5016
2005-10-13,16.4356
2005-10-14,16.8066
2005-10-17,16.8482
2005-10-18,16.6793
2005-10-19,16.7531
2005-10-20,16.4782
2005-10-21,16.6638
2005-10-24,16.9327
2005-10-25,16.8308
2005-10-26,16.7599
2005-10-27,16.5609
2005-10-28,17.0269
2005-10-31,17.2037
2005-11-01,16.957
2005-11-02,17.1338
2005-11-03,16.9696
2005-11-04,17.0016
2005-11-07,17.1736
2005-11-08,16.9949
2005-11-09,17.2299
2005-11-10,17.8212
2005-11-11,17.9291
2005-11-14,17.7718
2005-11-15,17.6562
2005-11-16,17.5426
2005-11-17,17.9756
2005-11-18,17.9057
2005-11-21,18.0038
2005-11-22,18.1786
2005-11-23,18.2378
2005-11-25,18.3048
2005-11-28,18.0222
2005-11-29,18.3115
2005-11-30,18.2621
2005-12-01,18.3582
2005-12-02,18.4991
2005-12-05,18.3349
2005-12-06,18.3688
2005-12-07,18.2378
2005-12-08,18.3932
2005-12-09,18.4116
2005-12-12,18.5485
2005-12-13,18.7048
2005-12-14,18.9495
2005-12-15,19.0098
2005-12-16,18.9787
2005-12-19,18.8758
2005-12-20,18.8048
2005-12-21,18.9729
2005-12-22,19.0311
2005-12-23,19.1205
2005-12-27,19.0835
2005-12-28,18.9914
2005-12-29,18.8165
2005-12-30,18.6311
2006-01-03,19.0098
2006-01-04,19.2282
2006-01-05,19.5011
2006-01-06,19.6943
2006-01-09,19.7401
2006-01-10,19.8011
2006-01-11,19.8293
2006-01-12,19.7497
2006-01-13,19.4438
2006-01-17,19.5185
2006-01-18,19.4962
2006-01-19,19.8847
2006-01-20,19.7478
2006-01-23,19.8885
2006-01-24,19.9808
2006-01-25,19.873
2006-01-26,19.8885
2006-01-27,20.2391
2006-01-30,20.1983
2006-01-31,20.3799
2006-02-01,20.3177
2006-02-02,20.2391
2006-02-03,19.9478
2006-02-06,20.0284
2006-02-07,19.7914
2006-02-08,19.7351
2006-02-09,19.7632
2006-02-10,19.7274
2006-02-13,20.2109
2006-02-14,20.443
2006-02-15,20.5284
2006-02-16,20.6585
2006-02-17,20.6751
2006-02-21,20.7547
2006-02-22,21.1577
2006-02-23,21.1062
2006-02-24,20.9256
2006-02-27,20.8431
2006-02-28,20.8663
2006-03-01,21.0431
2006-03-02,21.0373
2006-03-03,21.0548
2006-03-06,21.5344
2006-03-07,21.448
2006-03-08,21.7044
2006-03-09,21.8413
2006-03-10,22.1733
2006-03-13,21.9656
2006-03-14,22.0928
2006-03-15,22.6734
2006-03-16,22.6481
2006-03-17,22.987
2006-03-20,22.5346
2006-03-21,22.4016
2006-03-22,22.4831
2006-03-23,22.5851
2006-03-24,22.4491
2006-03-27,22.1374
2006-03-28,22.5034
2006-03-29,24.0464
2006-03-30,23.4677
2006-03-31,23.6017
2006-04-03,22.9394
2006-04-04,22.5617
2006-04-05,22.6103
2006-04-06,22.3481
2006-04-07,21.8713
2006-04-10,21.7044
2006-04-11,21.4868
2006-04-12,21.5801
2006-04-13,21.3713
2006-04-17,21.1285
2006-04-18,21.686
2006-04-19,21.8015
2006-04-20,21.7567
2006-04-21,21.5538
2006-04-24,21.585
2006-04-25,21.4617
2006-04-26,21.2266
2006-04-27,21.5713
2006-04-28,21.5664
2006-05-01,21.1411
2006-05-02,20.8974
2006-05-03,20.8615
2006-05-04,21.1907
2006-05-05,21.4868
2006-05-08,21.5801
2006-05-09,21.6393
2006-05-10,21.784
2006-05-11,21.146
2006-05-12,20.9711
2006-05-15,21.316
2006-05-16,21.1984
2006-05-17,20.6013
2006-05-18,20.2682
2006-05-19,20.2391
2006-05-22,20.4197
2006-05-23,20.2537
2006-05-24,20.3401
2006-05-25,20.9148
2006-05-26,21.1217
2006-05-30,20.7547
2006-05-31,20.8197
2006-06-01,21.3635
2006-06-02,21.7306
2006-06-05,21.6092
2006-06-06,21.5121
2006-06-07,21.482
2006-06-08,21.3859
2006-06-09,21.617
2006-06-12,21.1984
2006-06-13,20.7858
2006-06-14,20.5344
2006-06-15,20.9848
2006-06-16,20.9315
2006-06-19,20.7197
2006-06-20,20.5847
2006-06-21,20.8372
2006-06-22,20.5595
2006-06-23,20.478
2006-06-26,20.7051
2006-06-27,20.5411
2006-06-28,20.4973
2006-06-29,21.0751
2006-06-30,21.1907
2006-07-03,21.448
2006-07-05,21.4344
2006-07-06,21.4907
2006-07-07,21.4131
2006-07-10,21.7267
2006-07-11,21.884
2006-07-12,21.8471
2006-07-13,21.4063
2006-07-14,21.2208
2006-07-17,21.2538
2006-07-18,21.4985
2006-07-19,22.1792
2006-07-20,22.0248
2006-07-21,21.8083
2006-07-24,22.2773
2006-07-25,22.3647
2006-07-26,22.4016
2006-07-27,22.5034
2006-07-28,22.8831
2006-07-31,22.791
2006-08-01,22.6656
2006-08-02,22.5851
2006-08-03,22.8249
2006-08-04,23.2308
2006-08-07,23.0677
2006-08-08,22.8463
2006-08-09,22.7997
2006-08-10,22.7598
2006-08-11,22.5034
2006-08-14,22.8919
2006-08-15,23.2414
2006-08-16,23.2852
2006-08-17,23.2784
2006-08-18,23.4008
2006-08-21,23.4969
2006-08-22,23.7746
2006-08-23,23.4415
2006-08-24,23.5406
2006-08-25,23.5318
2006-08-28,23.9047
2006-08-29,23.9513
2006-08-30,24.165
2006-08-31,24.129
2006-09-01,23.962
2006-09-05,24.1902
2006-09-06,24.0843
2006-09-07,23.8765
2006-09-08,24.0533
2006-09-11,24.0794
2006-09-12,24.498
2006-09-13,24.8097
2006-09-14,24.2814
2006-09-15,24.4494
2006-09-18,24.1027
2006-09-19,24.2552
2006-09-20,24.0339
2006-09-21,23.4736
2006-09-22,23.8396
2006-09-25,24.3232
2006-09-26,24.4494
2006-09-27,24.73
2006-09-28,24.8097
2006-09-29,24.8961
2006-10-02,24.6222
2006-10-03,24.8397
2006-10-04,25.3223
2006-10-05,25.5777
2006-10-06,25.3166
2006-10-09,25.6982
2006-10-10,25.772
2006-10-11,25.6933
2006-10-12,25.9856
2006-10-13,26.276
2006-10-16,26.1323
2006-10-17,25.9011
2006-10-18,25.9409
2006-10-19,25.841
2006-10-20,25.8099
2006-10-23,25.8896
2006-10-24,25.6603
2006-10-25,25.6933
2006-10-26,25.9467
2006-10-27,25.6933
2006-10-30,25.3806
2006-10-31,25.8031
2006-11-01,26.0119
2006-11-02,25.3117
2006-11-03,24.9379
2006-11-06,25.1738
2006-11-07,24.865
2006-11-08,24.8709
2006-11-09,24.8864
2006-11-10,24.8747
2006-11-13,24.9506
2006-11-14,25.3806
2006-11-15,25.5477
2006-11-16,25.8176
2006-11-17,25.6419
2006-11-20,26.276
2006-11-21,26.7275
2006-11-22,26.9236
2006-11-24,26.9236
2006-11-27,26.072
2006-11-28,26.106
2006-11-29,26.6168
2006-11-30,26.9382
2006-12-01,26.8256
2006-12-04,27.2266
2006-12-05,26.9926
2006-12-06,26.8537
2006-12-07,26.7275
2006-12-08,26.7712
2006-12-11,26.7138
2006-12-12,26.6809
2006-12-13,26.5197
2006-12-14,26.8109
2006-12-15,26.7197
2006-12-18,26.5828
2006-12-19,26.2546
2006-12-20,26.4313
2006-12-21,26.0789
2006-12-22,25.7555
2006-12-26,26.1099
2006-12-27,26.3565
2006-12-28,26.172
2006-12-29,26.106
2007-01-03,26.1983
2007-01-04,25.9885
2007-01-05,25.601
2007-01-08,25.5059
2007-01-09,25.9089
2007-01-10,26.6809
2007-01-11,27.1692
